Product,Old Target,New Target,Target Change,Old Revenue,New Revenue,Revenue Change,Old Freq Below,New Freq Below,Old Freq Above,New Freq Above,Old Margin,New Margin,Margin Change,Improved
Aerodynamic Wooden Lamp,2244,1938,-306,4082,4082,0,1,0,0,1,-406,206,612,YES
Fantastic Iron Coat,2699,2087,-612,2197,2197,0,1,0,0,1,-502,110,612,YES
Practical Paper Shirt,2728,2527,-201,7980,7980,0,1,0,0,1,-204,399,603,YES
Awesome Wool Coat,2600,2005,-595,2111,2111,0,1,0,0,1,-489,106,595,YES
Sleek Silk Shirt,2049,1460,-589,1537,1537,0,1,0,0,1,-512,77,589,YES
Fantastic Plastic Bottle,2345,2051,-294,4318,4318,0,1,0,0,1,-372,216,588,YES
Mediocre Cotton Coat,2742,2162,-580,2276,2276,0,1,0,0,1,-466,114,580,YES
Small Marble Wallet,2865,2576,-289,5424,5424,0,1,0,0,1,-306,272,578,YES
Aerodynamic Linen Chair,1896,1328,-568,1398,1398,0,1,0,0,1,-498,70,568,YES
Synergistic Wool Computer,2416,1848,-568,1946,1946,0,1,0,0,1,-470,98,568,YES
Aerodynamic Concrete Shirt,2990,2707,-283,5700,5700,0,1,0,0,1,-280,286,566,YES
Enormous Steel Chair,2113,1831,-282,3856,3856,0,1,0,0,1,-370,194,564,YES
Heavy Duty Bronze Wallet,2543,2356,-187,7443,7443,0,1,0,0,1,-186,375,561,YES
Gorgeous Concrete Plate,2117,1932,-185,6102,6102,0,1,0,0,1,-249,306,555,YES
Aerodynamic Wooden Chair,2018,1880,-138,7916,7916,0,1,0,0,1,-156,396,552,YES
Durable Plastic Hat,2888,2340,-548,2464,2464,0,1,0,0,1,-424,124,548,YES
Awesome Paper Car,1885,1611,-274,3392,3392,0,1,0,0,1,-378,170,548,YES
Fantastic Rubber Shirt,2981,2708,-273,5702,5702,0,1,0,0,1,-260,286,546,YES
Gorgeous Concrete Bag,2338,2065,-273,4348,4348,0,1,0,0,1,-328,218,546,YES
Durable Wool Wallet,2418,1872,-546,1916,1916,0,1,0,0,1,-502,44,546,YES
Rustic Granite Pants,2215,1672,-543,1755,1755,0,1,0,0,1,-460,83,543,YES
Incredible Concrete Lamp,2610,2339,-271,4926,4926,0,1,0,0,1,-294,248,542,YES
Enormous Rubber Watch,2839,2660,-179,8400,8400,0,1,0,0,1,-117,420,537,YES
Gorgeous Marble Knife,2428,2161,-267,4550,4550,0,1,0,0,1,-306,228,534,YES
Aerodynamic Steel Chair,2336,1805,-531,1900,1900,0,1,0,0,1,-436,95,531,YES
Fantastic Wooden Shoes,2021,1492,-529,1571,1571,0,1,0,0,1,-450,79,529,YES
Sleek Bronze Shirt,2134,1608,-526,1611,1611,0,1,0,0,1,-523,3,526,YES
Mediocre Wool Lamp,2509,1995,-514,2100,2100,0,1,0,0,1,-409,105,514,YES
Incredible Cotton Lamp,2524,2358,-166,7449,7449,0,1,0,0,1,-123,375,498,YES
Aerodynamic Granite Chair,1896,1406,-490,1481,1481,0,1,0,0,1,-415,75,490,YES
Incredible Leather Pants,3186,2698,-488,2841,2841,0,1,0,0,1,-345,143,488,YES
Heavy Duty Wooden Shoes,2068,1584,-484,1668,1668,0,1,0,0,1,-400,84,484,YES
Synergistic Granite Knife,2654,2171,-483,2286,2286,0,1,0,0,1,-368,115,483,YES
Mediocre Paper Plate,3134,2658,-476,2798,2798,0,1,0,0,1,-336,140,476,YES
Small Bronze Knife,2775,2544,-231,5356,5356,0,1,0,0,1,-194,268,462,YES
Rustic Cotton Keyboard,2031,1917,-114,8072,8072,0,1,0,0,1,-52,404,456,YES
Small Iron Computer,2428,1981,-447,2086,2086,0,1,0,0,1,-342,105,447,YES
Fantastic Plastic Gloves,2379,1936,-443,2038,2038,0,1,0,0,1,-341,102,443,YES
Enormous Iron Bag,1799,1357,-442,1429,1429,0,1,0,0,1,-370,72,442,YES
Small Bronze Plate,2236,2017,-219,4248,4248,0,1,0,0,1,-224,214,438,YES
Gorgeous Leather Shirt,2114,1681,-433,1770,1770,0,1,0,0,1,-344,89,433,YES
Lightweight Copper Lamp,2208,1796,-412,1891,1891,0,1,0,0,1,-317,95,412,YES
Rustic Wooden Pants,2907,2499,-408,2631,2631,0,1,0,0,1,-276,132,408,YES
Incredible Linen Hat,2567,2366,-201,4982,4982,0,1,0,0,1,-152,250,402,YES
Practical Cotton Bag,2501,2099,-402,2210,2210,0,1,0,0,1,-291,111,402,YES
Synergistic Rubber Chair,2827,2428,-399,2556,2556,0,1,0,0,1,-271,128,399,YES
Enormous Silk Wallet,1656,1261,-395,1328,1328,0,1,0,0,1,-328,67,395,YES
Durable Steel Wallet,3217,3020,-197,6358,6358,0,1,0,0,1,-76,318,394,YES
Gorgeous Steel Watch,2015,1821,-194,3834,3834,0,1,0,0,1,-196,192,388,YES
Synergistic Cotton Gloves,2130,1744,-386,1836,1836,0,1,0,0,1,-294,92,386,YES
Intelligent Paper Shirt,2722,2337,-385,2460,2460,0,1,0,0,1,-262,123,385,YES
Enormous Steel Bench,2506,2378,-128,7512,7512,0,1,0,0,1,-6,378,384,YES
Practical Bronze Table,2112,1739,-373,1831,1831,0,1,0,0,1,-281,92,373,YES
Aerodynamic Bronze Lamp,2173,1803,-370,1898,1898,0,1,0,0,1,-275,95,370,YES
Sleek Copper Bag,2827,2646,-181,5572,5572,0,1,0,0,1,-82,280,362,YES
Gorgeous Iron Shoes,2054,1693,-361,1783,1783,0,1,0,0,1,-271,90,361,YES
Gorgeous Concrete Wallet,2489,2134,-355,2247,2247,0,1,0,0,1,-242,113,355,YES
Mediocre Linen Lamp,1763,1646,-117,5199,5199,0,1,0,0,1,-90,261,351,YES
Intelligent Linen Watch,1888,1544,-344,1626,1626,0,1,0,0,1,-262,82,344,YES
Synergistic Wool Clock,1851,1513,-338,1593,1593,0,1,0,0,1,-258,80,338,YES
Heavy Duty Concrete Plate,2177,1840,-337,1937,1937,0,1,0,0,1,-240,97,337,YES
Mediocre Aluminum Gloves,2633,2467,-166,5194,5194,0,1,0,0,1,-72,260,332,YES
Ergonomic Leather Pants,1906,1796,-110,5673,5673,0,1,0,0,1,-45,285,330,YES
Gorgeous Wool Bag,2204,1882,-322,1982,1982,0,1,0,0,1,-222,100,322,YES
Awesome Granite Bag,2674,2361,-313,2486,2486,0,1,0,0,1,-188,125,313,YES
Gorgeous Concrete Bench,1978,1668,-310,1756,1756,0,1,0,0,1,-222,88,310,YES
Rustic Wooden Coat,1543,1440,-103,4548,4548,0,1,0,0,1,-81,228,309,YES
Aerodynamic Steel Lamp,2598,2302,-296,2424,2424,0,1,0,0,1,-174,122,296,YES
Ergonomic Rubber Gloves,2052,1764,-288,1857,1857,0,1,0,0,1,-195,93,288,YES
Lightweight Bronze Plate,2942,2656,-286,2796,2796,0,1,0,0,1,-146,140,286,YES
Lightweight Wool Knife,2338,2060,-278,2169,2169,0,1,0,0,1,-169,109,278,YES
Intelligent Leather Car,2838,2566,-272,2702,2702,0,1,0,0,1,-136,136,272,YES
Gorgeous Wool Pants,2025,1889,-136,3978,3978,0,1,0,0,1,-72,200,272,YES
Heavy Duty Cotton Chair,1912,1645,-267,1732,1732,0,1,0,0,1,-180,87,267,YES
Awesome Linen Hat,2535,2269,-266,2389,2389,0,1,0,0,1,-146,120,266,YES
Gorgeous Aluminum Bottle,2804,2539,-265,2673,2673,0,1,0,0,1,-131,134,265,YES
Rustic Wooden Keyboard,2843,2591,-252,2728,2728,0,1,0,0,1,-115,137,252,YES
Mediocre Rubber Clock,2666,2424,-242,2552,2552,0,1,0,0,1,-114,128,242,YES
Intelligent Bronze Clock,2293,2065,-228,2174,2174,0,1,0,0,1,-119,109,228,YES
Practical Marble Coat,2533,2321,-212,2444,2444,0,1,0,0,1,-89,123,212,YES
Awesome Plastic Bottle,2932,2726,-206,2870,2870,0,1,0,0,1,-62,144,206,YES
Mediocre Plastic Bottle,2293,2105,-188,2216,2216,0,1,0,0,1,-77,111,188,YES
Intelligent Linen Wallet,2406,2253,-153,2372,2372,0,1,0,0,1,-34,119,153,YES
Enormous Paper Pants,2789,2641,-148,2781,2781,0,1,0,0,1,-8,140,148,YES
Mediocre Steel Bench,2148,2000,-148,2106,2106,0,1,0,0,1,-42,106,148,YES
Aerodynamic Iron Coat,2122,1981,-141,2086,2086,0,1,0,0,1,-36,105,141,YES
Lightweight Rubber Clock,1871,1749,-122,1842,1842,0,1,0,0,1,-29,93,122,YES

SUMMARY
Total Revenue Before,$25061158
Total Revenue After,$25061158
Revenue Change,$0
Total Margin Before,$-5079
Total Margin After,$1567503
Margin Change,$1572582
Products Adjusted,650
Products Improved,650
