Product,Old Target,New Target,Target Change,Old Revenue,New Revenue,Revenue Change,Old Freq Below,New Freq Below,Old Freq Above,New Freq Above,Old Margin,New Margin,Margin Change,Improved
Aerodynamic Marble Chair,2553,1885,-668,1915,1915,0,1,0,0,1,-638,30,668,YES
Small Cotton Hat,2326,1661,-665,1749,1749,0,1,0,0,1,-577,88,665,YES
Heavy Duty Linen Watch,2843,2678,-165,11276,11276,0,1,0,0,1,-96,564,660,YES
Intelligent Iron Shoes,1822,1691,-131,8900,8900,0,1,0,0,1,-210,445,655,YES
Lightweight Plastic Table,1934,1613,-321,3396,3396,0,1,0,0,1,-472,170,642,YES
Intelligent Marble Pants,2563,2404,-159,10124,10124,0,1,0,0,1,-128,508,636,YES
Heavy Duty Granite Clock,2110,1476,-634,1545,1545,0,1,0,0,1,-565,69,634,YES
Awesome Plastic Table,2396,2185,-211,6900,6900,0,1,0,0,1,-288,345,633,YES
Incredible Granite Computer,2640,2011,-629,2117,2117,0,1,0,0,1,-523,106,629,YES
Rustic Leather Pants,2420,2106,-314,4434,4434,0,1,0,0,1,-406,222,628,YES
Awesome Plastic Clock,2431,2223,-208,7020,7020,0,1,0,0,1,-273,351,624,YES
Incredible Granite Knife,2827,2518,-309,5302,5302,0,1,0,0,1,-352,266,618,YES
Gorgeous Plastic Lamp,2268,1653,-615,1740,1740,0,1,0,0,1,-528,87,615,YES
Rustic Linen Plate,2306,1698,-608,1749,1749,0,1,0,0,1,-557,51,608,YES
Gorgeous Leather Clock,2858,2556,-302,5382,5382,0,1,0,0,1,-334,270,604,YES
Fantastic Paper Wallet,2180,1585,-595,1669,1669,0,1,0,0,1,-511,84,595,YES
Heavy Duty Silk Keyboard,2170,1588,-582,1672,1672,0,1,0,0,1,-498,84,582,YES
Durable Concrete Keyboard,1922,1729,-193,5460,5460,0,1,0,0,1,-306,273,579,YES
Gorgeous Steel Computer,3084,2796,-288,5888,5888,0,1,0,0,1,-280,296,576,YES
Incredible Wool Watch,2895,2707,-188,8550,8550,0,1,0,0,1,-135,429,564,YES
Synergistic Iron Shoes,1670,1558,-112,8205,8205,0,1,0,0,1,-145,415,560,YES
Ergonomic Paper Coat,2419,1859,-560,1862,1862,0,1,0,0,1,-557,3,560,YES
Practical Wool Table,1816,1257,-559,1324,1324,0,1,0,0,1,-492,67,559,YES
Awesome Wool Hat,2244,1966,-278,4140,4140,0,1,0,0,1,-348,208,556,YES
Heavy Duty Rubber Bench,1704,1428,-276,3008,3008,0,1,0,0,1,-400,152,552,YES
Aerodynamic Silk Knife,2334,2196,-138,9248,9248,0,1,0,0,1,-88,464,552,YES
Intelligent Leather Bag,2303,1755,-548,1848,1848,0,1,0,0,1,-455,93,548,YES
Lightweight Linen Table,2424,2243,-181,7086,7086,0,1,0,0,1,-186,357,543,YES
Aerodynamic Aluminum Pants,2760,2580,-180,8148,8148,0,1,0,0,1,-132,408,540,YES
Incredible Silk Chair,2497,2363,-134,9952,9952,0,1,0,0,1,-36,500,536,YES
Enormous Cotton Watch,2266,2090,-176,6600,6600,0,1,0,0,1,-198,330,528,YES
Practical Wooden Pants,1802,1628,-174,5142,5142,0,1,0,0,1,-264,258,522,YES
Practical Linen Plate,2156,1634,-522,1656,1656,0,1,0,0,1,-500,22,522,YES
Heavy Duty Paper Hat,2532,2359,-173,7452,7452,0,1,0,0,1,-144,375,519,YES
Mediocre Iron Clock,2061,1547,-514,1629,1629,0,1,0,0,1,-432,82,514,YES
Fantastic Copper Pants,2389,2353,-36,34682,34682,0,3,3,1,1,1236,1740,504,YES
Heavy Duty Granite Bench,3170,2919,-251,6147,6147,0,2,0,0,2,-193,309,502,YES
Ergonomic Bronze Bottle,2089,1922,-167,6072,6072,0,1,0,0,1,-195,306,501,YES
Heavy Duty Silk Shoes,1901,1408,-493,1483,1483,0,1,0,0,1,-418,75,493,YES
Fantastic Steel Coat,2144,1898,-246,3996,3996,0,1,0,0,1,-292,200,492,YES
Synergistic Iron Chair,2186,2022,-164,6387,6387,0,1,0,0,1,-171,321,492,YES
Enormous Wool Computer,3047,2556,-491,2691,2691,0,1,0,0,1,-356,135,491,YES
Heavy Duty Wooden Car,2286,2045,-241,4306,4306,0,1,0,0,1,-266,216,482,YES
Enormous Silk Hat,2173,1691,-482,1780,1780,0,1,0,0,1,-393,89,482,YES
Gorgeous Leather Bag,2076,1917,-159,6054,6054,0,1,0,0,1,-174,303,477,YES
Sleek Linen Hat,1945,1473,-472,1551,1551,0,1,0,0,1,-394,78,472,YES
Synergistic Aluminum Pants,2398,2166,-232,4560,4560,0,1,0,0,1,-236,228,464,YES
Aerodynamic Silk Bench,1576,1345,-231,2832,2832,0,1,0,0,1,-320,142,462,YES
Intelligent Granite Pants,2434,2280,-154,7200,7200,0,1,0,0,1,-102,360,462,YES
Small Bronze Bench,2555,2093,-462,2204,2204,0,1,0,0,1,-351,111,462,YES
Gorgeous Steel Chair,2330,1882,-448,1982,1982,0,1,0,0,1,-348,100,448,YES
Small Rubber Car,1694,1546,-148,4884,4884,0,1,0,0,1,-198,246,444,YES
Small Silk Watch,2915,2768,-147,8742,8742,0,1,0,0,1,-3,438,441,YES
Enormous Marble Coat,2050,1613,-437,1698,1698,0,1,0,0,1,-352,85,437,YES
Incredible Paper Bottle,2803,2586,-217,5446,5446,0,1,0,0,1,-160,274,434,YES
Practical Silk Gloves,2286,2071,-215,4360,4360,0,1,0,0,1,-212,218,430,YES
Small Leather Coat,2095,1988,-107,8372,8372,0,1,0,0,1,-8,420,428,YES
Intelligent Plastic Keyboard,2085,1872,-213,3942,3942,0,1,0,0,1,-228,198,426,YES
Durable Wool Watch,2349,2137,-212,4500,4500,0,1,0,0,1,-198,226,424,YES
Rustic Marble Lamp,2512,2090,-422,2201,2201,0,1,0,0,1,-311,111,422,YES
Awesome Steel Coat,2699,2489,-210,5242,5242,0,1,0,0,1,-156,264,420,YES
Intelligent Linen Gloves,1980,1561,-419,1644,1644,0,1,0,0,1,-336,83,419,YES
Durable Linen Coat,2334,1915,-419,2016,2016,0,1,0,0,1,-318,101,419,YES
Rustic Linen Keyboard,1512,1102,-410,1160,1160,0,1,0,0,1,-352,58,410,YES
Small Concrete Keyboard,3113,2707,-406,2850,2850,0,1,0,0,1,-263,143,406,YES
Small Granite Keyboard,2203,1808,-395,1904,1904,0,1,0,0,1,-299,96,395,YES
Lightweight Leather Bench,1769,1377,-392,1450,1450,0,1,0,0,1,-319,73,392,YES
Aerodynamic Linen Knife,2935,2757,-178,5806,5806,0,1,0,0,1,-64,292,356,YES
Small Cotton Coat,2492,2159,-333,2273,2273,0,1,0,0,1,-219,114,333,YES
Awesome Aluminum Car,3123,2791,-332,2938,2938,0,1,0,0,1,-185,147,332,YES
Sleek Leather Keyboard,1816,1498,-318,1577,1577,0,1,0,0,1,-239,79,318,YES
Heavy Duty Rubber Wallet,2828,2513,-315,2646,2646,0,1,0,0,1,-182,133,315,YES
Awesome Iron Hat,1753,1601,-152,3372,3372,0,1,0,0,1,-134,170,304,YES
Enormous Aluminum Computer,2102,1956,-146,4118,4118,0,1,0,0,1,-86,206,292,YES
Lightweight Silk Computer,2041,1896,-145,3992,3992,0,1,0,0,1,-90,200,290,YES
Rustic Iron Table,2888,2614,-274,2752,2752,0,1,0,0,1,-136,138,274,YES
Practical Wooden Wallet,2879,2623,-256,2762,2762,0,1,0,0,1,-117,139,256,YES
Ergonomic Leather Pants,2145,1891,-254,1991,1991,0,1,0,0,1,-154,100,254,YES
Practical Copper Shirt,2518,2495,-23,28901,28901,0,3,3,1,1,1203,1456,253,YES
Lightweight Linen Coat,1872,1623,-249,1709,1709,0,1,0,0,1,-163,86,249,YES
Fantastic Leather Lamp,1799,1576,-223,1659,1659,0,1,0,0,1,-140,83,223,YES
Synergistic Wooden Bench,2868,2649,-219,2789,2789,0,1,0,0,1,-79,140,219,YES
Lightweight Concrete Bottle,2456,2243,-213,2362,2362,0,1,0,0,1,-94,119,213,YES
Awesome Wool Car,2925,2766,-159,2912,2912,0,1,0,0,1,-13,146,159,YES
Ergonomic Rubber Wallet,1853,1696,-157,1786,1786,0,1,0,0,1,-67,90,157,YES
Ergonomic Marble Coat,2579,2436,-143,2565,2565,0,1,0,0,1,-14,129,143,YES
Incredible Iron Bag,2484,2342,-142,2466,2466,0,1,0,0,1,-18,124,142,YES
Fantastic Wooden Bottle,2223,2099,-124,2210,2210,0,1,0,0,1,-13,111,124,YES

SUMMARY
Total Revenue Before,$23569866
Total Revenue After,$23569866
Revenue Change,$0
Total Margin Before,$-118718
Total Margin After,$1514063
Margin Change,$1632781
Products Adjusted,650
Products Improved,650
